date,temp_avg,temp_min,temp_max,temp_observ,precip,wind,casual,registered,total_cust,holiday,rain,fog,ice,datetime,year,month,dayOfWeek
2011-01-01,5.2,-1.57,11.97,2.77,0.07,2.58,330.0,629.0,959.0,0.0,1,1,0,2011-01-01,2011,January,Saturday
2011-01-02,7.34,0.88,13.81,7.33,1.04,3.92,130.0,651.0,781.0,0.0,1,1,0,2011-01-02,2011,January,Sunday
2011-01-03,2.01,-3.44,7.46,-3.06,1.88,3.62,120.0,1181.0,1301.0,0.0,0,0,0,2011-01-03,2011,January,Monday
2011-01-04,-0.66,-5.96,4.64,-3.1,0.0,1.8,107.0,1429.0,1536.0,0.0,0,0,0,2011-01-04,2011,January,Tuesday
2011-01-05,0.91,-4.29,6.11,-1.77,0.0,2.95,82.0,1489.0,1571.0,0.0,0,0,0,2011-01-05,2011,January,Wednesday
2011-01-06,-0.38,-4.99,4.23,-4.25,0.0,1.6,88.0,1485.0,1573.0,0.0,0,0,1,2011-01-06,2011,January,Thursday
2011-01-07,-0.51,-3.89,2.86,-1.57,0.1,2.55,148.0,1345.0,1493.0,0.0,0,1,1,2011-01-07,2011,January,Friday
2011-01-08,-1.75,-3.98,0.49,-2.47,0.29,4.57,68.0,871.0,939.0,0.0,0,1,1,2011-01-08,2011,January,Saturday
2011-01-09,-3.03,-6.29,0.23,-6.07,0.28,6.43,54.0,748.0,802.0,0.0,0,1,0,2011-01-09,2011,January,Sunday
2011-01-10,-2.87,-6.24,0.51,-5.18,0.0,2.98,41.0,1257.0,1298.0,0.0,0,1,0,2011-01-10,2011,January,Monday
2011-01-11,-2.68,-5.91,0.56,-3.1,0.46,1.35,43.0,1188.0,1231.0,0.0,1,1,1,2011-01-11,2011,January,Tuesday
2011-01-12,-2.46,-5.11,0.19,-3.38,3.53,5.68,25.0,1116.0,1141.0,0.0,0,1,1,2011-01-12,2011,January,Wednesday
2011-01-13,-1.78,-4.6,1.04,-4.16,0.0,5.03,37.0,1346.0,1383.0,0.0,0,1,0,2011-01-13,2011,January,Thursday
2011-01-14,-3.09,-7.34,1.16,-5.83,0.0,2.12,54.0,1330.0,1384.0,0.0,0,1,1,2011-01-14,2011,January,Friday
2011-01-15,-1.44,-5.66,2.78,-3.95,0.0,2.2,222.0,1018.0,1240.0,0.0,0,1,0,2011-01-15,2011,January,Saturday
2011-01-16,0.77,-4.08,5.63,0.41,0.0,3.3,251.0,937.0,1188.0,0.0,0,0,0,2011-01-16,2011,January,Sunday
2011-01-17,-0.59,-3.37,2.19,-2.12,0.42,3.1,117.0,876.0,993.0,1.0,1,1,1,2011-01-17,2011,January,Monday
2011-01-18,-1.38,-3.24,0.49,-1.77,10.54,3.25,9.0,663.0,672.0,0.0,1,1,1,2011-01-18,2011,January,Tuesday
2011-01-19,1.87,-1.06,4.8,1.12,0.88,3.28,78.0,1553.0,1631.0,0.0,1,1,0,2011-01-19,2011,January,Wednesday
2011-01-20,3.48,-1.11,8.06,-0.44,0.04,3.28,81.0,1815.0,1896.0,0.0,1,1,1,2011-01-20,2011,January,Thursday
2011-01-21,0.56,-3.41,4.53,-1.47,0.83,6.12,73.0,1449.0,1522.0,0.0,1,1,1,2011-01-21,2011,January,Friday
2011-01-22,-5.36,-10.21,-0.51,-9.59,0.0,2.38,93.0,876.0,969.0,0.0,0,0,0,2011-01-22,2011,January,Saturday
2011-01-23,-7.05,-11.0,-3.1,-8.07,0.0,3.62,150.0,827.0,977.0,0.0,0,0,1,2011-01-23,2011,January,Sunday
2011-01-24,-7.12,-12.55,-1.7,-11.87,0.0,2.55,86.0,1319.0,1405.0,0.0,0,0,0,2011-01-24,2011,January,Monday
2011-01-25,-4.02,-9.41,1.37,-2.08,0.0,1.58,186.0,1785.0,1971.0,0.0,0,0,0,2011-01-25,2011,January,Tuesday
2011-01-26,1.85,-1.79,5.49,0.5,9.02,5.08,34.0,466.0,500.0,0.0,1,1,1,2011-01-26,2011,January,Wednesday
2011-01-27,-0.04,-1.78,1.71,-1.32,29.53,3.2,15.0,409.0,424.0,0.0,1,1,1,2011-01-27,2011,January,Thursday
2011-01-28,-0.47,-2.81,1.86,-1.86,0.13,1.67,38.0,1113.0,1151.0,0.0,0,1,1,2011-01-28,2011,January,Friday
2011-01-29,-1.73,-5.24,1.79,-4.22,1.44,1.88,123.0,947.0,1070.0,0.0,0,1,1,2011-01-29,2011,January,Saturday
2011-01-30,-1.34,-6.34,3.66,-4.6,0.0,1.2,140.0,944.0,1084.0,0.0,0,1,0,2011-01-30,2011,January,Sunday
2011-01-31,-0.36,-4.91,4.19,-2.94,0.0,2.68,42.0,1376.0,1418.0,0.0,1,0,1,2011-01-31,2011,January,Monday
2011-02-01,-1.51,-3.09,0.07,-3.08,0.5,1.2,47.0,1284.0,1331.0,0.0,1,1,1,2011-02-01,2011,February,Tuesday
2011-02-02,1.59,-1.67,4.85,0.72,18.68,4.65,72.0,1430.0,1502.0,0.0,1,1,1,2011-02-02,2011,February,Wednesday
2011-02-03,1.43,-3.48,6.34,-2.47,0.38,4.2,61.0,1473.0,1534.0,0.0,0,1,0,2011-02-03,2011,February,Thursday
2011-02-04,-1.05,-5.22,3.12,-3.28,0.0,1.88,88.0,1603.0,1691.0,0.0,0,0,0,2011-02-04,2011,February,Friday
2011-02-05,1.2,-2.3,4.69,0.97,1.99,2.4,100.0,892.0,992.0,0.0,1,1,0,2011-02-05,2011,February,Saturday
2011-02-06,3.06,-0.13,6.26,1.93,2.76,2.72,354.0,1249.0,1603.0,0.0,0,1,0,2011-02-06,2011,February,Sunday
2011-02-07,2.56,-3.02,8.15,-1.72,0.0,0.98,119.0,1568.0,1687.0,0.0,1,1,0,2011-02-07,2011,February,Monday
2011-02-08,1.91,-3.51,7.33,1.21,0.21,6.52,64.0,1446.0,1510.0,0.0,1,1,0,2011-02-08,2011,February,Tuesday
2011-02-09,-2.97,-8.17,2.23,-6.1,0.0,2.98,52.0,1540.0,1592.0,0.0,1,1,1,2011-02-09,2011,February,Wednesday
2011-02-10,-3.3,-7.06,0.46,-5.21,0.53,3.65,46.0,1474.0,1520.0,0.0,0,1,1,2011-02-10,2011,February,Thursday
2011-02-11,-3.42,-9.45,2.61,-7.79,0.12,1.42,148.0,1576.0,1724.0,0.0,0,1,0,2011-02-11,2011,February,Friday
2011-02-12,-0.53,-7.85,6.79,-3.23,0.0,3.55,288.0,1167.0,1455.0,0.0,0,1,0,2011-02-12,2011,February,Saturday
2011-02-13,2.76,-3.59,9.11,2.48,0.0,3.82,396.0,1162.0,1558.0,0.0,0,0,0,2011-02-13,2011,February,Sunday
2011-02-14,8.61,2.31,14.91,7.87,0.0,7.5,207.0,1685.0,1892.0,0.0,0,0,0,2011-02-14,2011,February,Monday
2011-02-15,6.63,-1.33,14.59,-0.41,0.0,4.42,139.0,1641.0,1780.0,0.0,0,1,0,2011-02-15,2011,February,Tuesday
2011-02-16,3.41,-3.05,9.88,1.07,0.0,3.48,218.0,1861.0,2079.0,0.0,0,1,0,2011-02-16,2011,February,Wednesday
2011-02-17,9.15,1.49,16.81,6.82,0.0,3.4,258.0,2185.0,2443.0,0.0,0,0,0,2011-02-17,2011,February,Thursday
2011-02-18,14.67,6.86,22.48,12.89,0.0,5.0,578.0,2314.0,2892.0,0.0,0,1,0,2011-02-18,2011,February,Friday
2011-02-19,13.12,6.08,20.15,7.72,0.01,10.07,532.0,1077.0,1609.0,0.0,0,1,0,2011-02-19,2011,February,Saturday
2011-02-20,5.18,-1.2,11.56,0.5,0.07,3.65,639.0,1148.0,1787.0,0.0,1,1,1,2011-02-20,2011,February,Sunday
2011-02-21,3.93,-1.0,8.85,5.81,0.87,4.25,195.0,898.0,1093.0,1.0,1,1,1,2011-02-21,2011,February,Monday
2011-02-22,0.42,-4.8,5.63,-4.38,9.05,3.2,74.0,1358.0,1432.0,0.0,1,1,1,2011-02-22,2011,February,Tuesday
2011-02-23,-1.39,-6.23,3.46,-4.16,0.15,1.15,139.0,1740.0,1879.0,0.0,0,0,0,2011-02-23,2011,February,Wednesday
2011-02-24,2.04,-4.48,8.57,-0.25,0.19,3.2,100.0,1686.0,1786.0,0.0,1,1,0,2011-02-24,2011,February,Thursday
2011-02-25,6.93,-0.25,14.11,6.76,7.36,6.42,120.0,1323.0,1443.0,0.0,1,1,0,2011-02-25,2011,February,Friday
2011-02-26,6.63,-0.03,13.29,1.16,2.75,2.98,424.0,1519.0,1943.0,0.0,0,1,0,2011-02-26,2011,February,Saturday
2011-02-27,5.93,0.22,11.64,3.53,0.01,2.0,694.0,1677.0,2371.0,0.0,1,1,0,2011-02-27,2011,February,Sunday
2011-02-28,10.58,3.14,18.02,10.35,6.12,4.18,80.0,1350.0,1430.0,0.0,1,1,0,2011-02-28,2011,February,Monday
2011-03-01,8.25,-0.17,16.67,1.07,11.18,3.32,137.0,1695.0,1832.0,0.0,0,1,0,2011-03-01,2011,March,Tuesday
2011-03-02,6.14,-0.3,12.59,1.87,0.0,5.3,231.0,1878.0,2109.0,0.0,0,0,0,2011-03-02,2011,March,Wednesday
2011-03-03,3.91,-3.99,11.82,-3.1,0.0,3.32,123.0,1536.0,1659.0,0.0,0,1,0,2011-03-03,2011,March,Thursday
2011-03-04,2.04,-3.06,7.15,-0.35,0.0,3.68,214.0,1709.0,1923.0,0.0,0,0,0,2011-03-04,2011,March,Friday
2011-03-05,6.56,0.83,12.3,7.74,0.04,4.4,640.0,1414.0,2054.0,0.0,1,1,0,2011-03-05,2011,March,Saturday
2011-03-06,10.24,4.37,16.11,10.91,7.6,5.85,113.0,469.0,582.0,0.0,1,1,1,2011-03-06,2011,March,Sunday
2011-03-07,6.77,0.89,12.66,1.93,32.89,5.98,243.0,1599.0,1842.0,0.0,1,1,1,2011-03-07,2011,March,Monday
2011-03-08,3.67,-2.33,9.66,0.2,0.01,1.92,316.0,1781.0,2097.0,0.0,0,0,0,2011-03-08,2011,March,Tuesday
2011-03-09,4.8,-0.0,9.6,3.34,0.09,4.43,191.0,1677.0,1868.0,0.0,1,1,0,2011-03-09,2011,March,Wednesday
2011-03-10,8.08,4.41,11.75,9.26,20.94,5.5,46.0,570.0,616.0,0.0,1,1,0,2011-03-10,2011,March,Thursday
2011-03-11,7.89,3.65,12.13,4.5,31.92,3.8,247.0,1706.0,1953.0,0.0,1,1,0,2011-03-11,2011,March,Friday
2011-03-12,6.51,1.22,11.8,4.4,0.03,3.28,724.0,1380.0,2104.0,0.0,0,0,0,2011-03-12,2011,March,Saturday
2011-03-13,8.69,2.45,14.92,6.15,0.0,4.22,979.0,1396.0,2375.0,0.0,0,0,0,2011-03-13,2011,March,Sunday
2011-03-14,6.4,-0.45,13.26,1.72,0.01,2.2,359.0,1673.0,2032.0,0.0,0,1,0,2011-03-14,2011,March,Monday
2011-03-15,5.37,-0.07,10.81,2.57,0.62,2.95,288.0,1736.0,2024.0,0.0,1,1,0,2011-03-15,2011,March,Tuesday
2011-03-16,7.45,2.97,11.93,6.57,15.07,3.28,321.0,1851.0,2172.0,0.0,1,1,1,2011-03-16,2011,March,Wednesday
2011-03-17,10.12,4.67,15.57,7.83,0.02,3.22,423.0,2295.0,2718.0,0.0,0,0,0,2011-03-17,2011,March,Thursday
2011-03-18,14.53,7.11,21.95,14.1,0.0,3.52,883.0,2311.0,3194.0,0.0,0,0,0,2011-03-18,2011,March,Friday
2011-03-19,16.47,9.36,23.57,10.8,0.02,5.75,1422.0,1634.0,3056.0,0.0,0,0,0,2011-03-19,2011,March,Saturday
2011-03-20,7.61,1.48,13.74,2.9,0.0,3.3,1046.0,1372.0,2418.0,0.0,1,0,0,2011-03-20,2011,March,Sunday
2011-03-21,9.5,3.41,15.59,8.03,4.45,3.9,401.0,1657.0,2058.0,0.0,1,1,0,2011-03-21,2011,March,Monday
2011-03-22,13.54,6.51,20.57,10.55,3.48,3.55,460.0,2207.0,2667.0,0.0,1,1,0,2011-03-22,2011,March,Tuesday
2011-03-23,10.38,6.24,14.52,6.68,1.97,4.2,203.0,1898.0,2101.0,0.0,1,1,0,2011-03-23,2011,March,Wednesday
2011-03-24,6.28,3.26,9.3,3.88,7.92,3.82,166.0,1678.0,1844.0,0.0,1,1,0,2011-03-24,2011,March,Thursday
2011-03-25,2.75,-1.93,7.43,-0.15,0.69,3.53,300.0,1886.0,2186.0,0.0,0,1,0,2011-03-25,2011,March,Friday
2011-03-26,3.24,-1.75,8.22,-0.12,0.0,3.05,981.0,1477.0,2458.0,0.0,0,0,0,2011-03-26,2011,March,Saturday
2011-03-27,3.18,-1.41,7.78,-0.01,0.59,2.82,470.0,1195.0,1665.0,0.0,0,1,1,2011-03-27,2011,March,Sunday
2011-03-28,2.81,-2.33,7.95,-0.4,0.1,3.32,222.0,1782.0,2004.0,0.0,0,0,0,2011-03-28,2011,March,Monday
2011-03-29,3.83,-1.75,9.41,1.12,0.0,3.12,317.0,2080.0,2397.0,0.0,0,0,0,2011-03-29,2011,March,Tuesday
2011-03-30,5.08,0.45,9.71,3.85,0.53,2.77,168.0,1351.0,1519.0,0.0,1,1,1,2011-03-30,2011,March,Wednesday
2011-03-31,4.87,2.11,7.63,2.84,4.42,3.15,179.0,1489.0,1668.0,0.0,1,1,1,2011-03-31,2011,March,Thursday
2011-04-01,4.52,1.93,7.11,3.33,4.88,4.6,307.0,1885.0,2192.0,0.0,1,1,0,2011-04-01,2011,April,Friday
2011-04-02,5.28,0.66,9.89,3.69,0.47,3.32,897.0,1328.0,2225.0,0.0,1,1,0,2011-04-02,2011,April,Saturday
2011-04-03,7.57,2.54,12.6,5.35,1.79,3.68,1651.0,1561.0,3212.0,0.0,1,1,0,2011-04-03,2011,April,Sunday
2011-04-04,13.29,5.67,20.91,14.99,0.42,5.9,734.0,2345.0,3079.0,0.0,1,0,0,2011-04-04,2011,April,Monday
2011-04-05,18.06,8.78,27.33,12.67,7.41,6.32,167.0,1601.0,1768.0,0.0,1,1,0,2011-04-05,2011,April,Tuesday
2011-04-06,8.8,0.59,17.01,4.65,3.46,4.22,413.0,2363.0,2776.0,0.0,0,1,0,2011-04-06,2011,April,Wednesday
2011-04-07,10.91,3.66,18.16,7.77,0.0,3.15,570.0,2431.0,3001.0,0.0,0,1,0,2011-04-07,2011,April,Thursday
2011-04-08,11.59,6.15,17.04,7.0,2.54,3.55,172.0,1282.0,1454.0,0.0,1,1,0,2011-04-08,2011,April,Friday
2011-04-09,8.44,5.36,11.52,6.52,8.69,2.0,879.0,1549.0,2428.0,0.0,1,1,0,2011-04-09,2011,April,Saturday
2011-04-10,10.3,7.23,13.37,9.77,0.19,2.82,1188.0,1662.0,2850.0,0.0,0,1,0,2011-04-10,2011,April,Sunday
2011-04-11,16.68,10.59,22.77,17.48,0.01,5.25,854.0,2450.0,3304.0,0.0,1,1,0,2011-04-11,2011,April,Monday
2011-04-12,20.41,13.86,26.97,16.66,1.87,5.15,257.0,1740.0,1997.0,0.0,1,1,0,2011-04-12,2011,April,Tuesday
2011-04-13,12.91,9.31,16.5,9.77,13.02,4.13,208.0,1920.0,2128.0,0.0,1,1,0,2011-04-13,2011,April,Wednesday
2011-04-14,11.45,5.8,17.1,9.55,1.5,1.9,527.0,2683.0,3210.0,0.0,0,1,0,2011-04-14,2011,April,Thursday
2011-04-15,13.43,6.86,19.99,10.11,0.01,4.82,642.0,2441.0,3083.0,1.0,0,0,0,2011-04-15,2011,April,Friday
2011-04-16,13.4,8.45,18.35,10.67,3.83,6.7,121.0,654.0,775.0,0.0,1,1,0,2011-04-16,2011,April,Saturday
2011-04-17,13.01,8.06,17.97,10.11,26.31,4.8,1555.0,2123.0,3678.0,0.0,1,1,0,2011-04-17,2011,April,Sunday
2011-04-18,14.76,8.34,21.18,12.4,0.01,2.72,668.0,2701.0,3369.0,0.0,0,0,0,2011-04-18,2011,April,Monday
2011-04-19,17.01,11.31,22.7,14.94,0.35,2.58,409.0,2730.0,3139.0,0.0,1,1,0,2011-04-19,2011,April,Tuesday
2011-04-20,17.62,10.67,24.57,16.23,1.72,4.25,612.0,3286.0,3898.0,0.0,1,1,0,2011-04-20,2011,April,Wednesday
2011-04-21,17.5,9.57,25.44,10.9,0.0,5.3,743.0,3249.0,3992.0,0.0,0,0,0,2011-04-21,2011,April,Thursday
2011-04-22,10.8,6.0,15.61,6.95,1.11,4.1,177.0,1471.0,1648.0,0.0,1,1,0,2011-04-22,2011,April,Friday
2011-04-23,10.72,5.97,15.47,9.95,10.72,3.38,1460.0,2510.0,3970.0,0.0,1,1,0,2011-04-23,2011,April,Saturday
2011-04-24,18.03,10.71,25.35,16.99,2.2,2.78,1708.0,2408.0,4116.0,0.0,1,1,0,2011-04-24,2011,April,Sunday
2011-04-25,22.5,15.45,29.55,20.35,10.16,3.08,772.0,3249.0,4021.0,0.0,1,1,0,2011-04-25,2011,April,Monday
2011-04-26,24.05,18.58,29.52,21.16,0.01,5.38,675.0,3656.0,4331.0,0.0,1,0,0,2011-04-26,2011,April,Tuesday
2011-04-27,24.09,19.77,28.41,20.81,0.87,5.1,545.0,3264.0,3809.0,0.0,1,1,0,2011-04-27,2011,April,Wednesday
2011-04-28,22.68,18.29,27.06,22.56,6.9,4.88,568.0,3428.0,3996.0,0.0,1,1,0,2011-04-28,2011,April,Thursday
2011-04-29,16.41,9.75,23.06,13.84,5.81,4.23,877.0,3560.0,4437.0,0.0,1,0,0,2011-04-29,2011,April,Friday
2011-04-30,14.66,9.25,20.07,10.32,0.0,3.18,1963.0,3251.0,5214.0,0.0,0,0,0,2011-04-30,2011,April,Saturday
2011-05-01,13.47,8.59,18.34,10.82,0.21,1.27,1137.0,2158.0,3295.0,0.0,1,1,0,2011-05-01,2011,May,Sunday
2011-05-02,15.46,10.95,19.97,15.19,0.97,3.15,845.0,3484.0,4329.0,0.0,1,0,0,2011-05-02,2011,May,Monday
2011-05-03,20.8,14.71,26.9,18.94,0.11,4.82,603.0,3763.0,4366.0,0.0,1,1,0,2011-05-03,2011,May,Tuesday
2011-05-04,16.07,7.88,24.26,8.22,12.24,5.28,252.0,2343.0,2595.0,0.0,1,1,0,2011-05-04,2011,May,Wednesday
2011-05-05,12.37,6.75,17.99,9.65,4.66,4.65,611.0,3727.0,4338.0,0.0,1,0,0,2011-05-05,2011,May,Thursday
2011-05-06,13.48,6.21,20.75,10.35,0.35,3.25,891.0,3645.0,4536.0,0.0,1,1,0,2011-05-06,2011,May,Friday
2011-05-07,15.32,8.61,22.04,12.89,1.16,2.52,1605.0,3011.0,4616.0,0.0,1,1,0,2011-05-07,2011,May,Saturday
2011-05-08,16.27,9.92,22.62,13.32,0.01,1.35,1400.0,2845.0,4245.0,0.0,1,1,0,2011-05-08,2011,May,Sunday
2011-05-09,16.61,10.21,23.0,13.73,0.05,2.78,661.0,3622.0,4283.0,0.0,0,1,0,2011-05-09,2011,May,Monday
2011-05-10,16.29,9.05,23.53,14.05,0.0,2.05,691.0,4042.0,4733.0,0.0,0,1,0,2011-05-10,2011,May,Tuesday
2011-05-11,17.85,11.93,23.77,14.93,0.0,2.7,550.0,3554.0,4104.0,0.0,1,0,0,2011-05-11,2011,May,Wednesday
2011-05-12,17.61,11.12,24.1,14.65,0.0,2.92,694.0,4076.0,4770.0,0.0,0,0,0,2011-05-12,2011,May,Thursday
2011-05-13,17.82,13.73,21.91,15.73,0.15,3.55,690.0,3348.0,4038.0,0.0,1,1,0,2011-05-13,2011,May,Friday
2011-05-14,16.83,14.96,18.7,15.66,1.58,2.7,899.0,2453.0,3352.0,0.0,1,1,0,2011-05-14,2011,May,Saturday
2011-05-15,18.56,15.75,21.37,17.67,15.02,2.38,1582.0,2902.0,4484.0,0.0,1,1,0,2011-05-15,2011,May,Sunday
2011-05-16,20.04,15.0,25.09,16.93,5.96,2.28,772.0,3137.0,3909.0,0.0,1,1,0,2011-05-16,2011,May,Monday
2011-05-17,20.08,16.2,23.97,17.07,7.66,5.4,678.0,3389.0,4067.0,0.0,1,1,0,2011-05-17,2011,May,Tuesday
2011-05-18,19.39,16.55,22.23,17.67,8.5,3.12,535.0,3277.0,3812.0,0.0,1,1,0,2011-05-18,2011,May,Wednesday
2011-05-19,17.72,13.37,22.06,14.68,5.79,1.62,734.0,3769.0,4503.0,0.0,1,1,0,2011-05-19,2011,May,Thursday
2011-05-20,16.98,11.71,22.25,15.01,4.14,2.4,907.0,3937.0,4844.0,0.0,1,1,0,2011-05-20,2011,May,Friday
2011-05-21,18.38,12.68,24.08,17.12,0.08,1.98,2254.0,3477.0,5731.0,0.0,0,1,0,2011-05-21,2011,May,Saturday
2011-05-22,20.74,14.78,26.71,18.53,0.0,3.12,1576.0,3020.0,4596.0,0.0,1,1,0,2011-05-22,2011,May,Sunday
2011-05-23,22.54,17.41,27.67,20.4,2.08,3.75,834.0,3390.0,4224.0,0.0,1,1,0,2011-05-23,2011,May,Monday
2011-05-24,24.34,19.75,28.92,21.89,0.66,3.0,659.0,3763.0,4422.0,0.0,1,1,0,2011-05-24,2011,May,Tuesday
2011-05-25,23.54,17.65,29.43,21.32,1.8,2.4,739.0,4178.0,4917.0,0.0,1,1,0,2011-05-25,2011,May,Wednesday
2011-05-26,25.14,19.44,30.85,23.26,0.0,3.35,757.0,3874.0,4631.0,0.0,0,1,0,2011-05-26,2011,May,Thursday
2011-05-27,25.29,19.52,31.06,22.02,0.21,3.68,869.0,3753.0,4622.0,0.0,1,1,0,2011-05-27,2011,May,Friday
2011-05-28,23.57,17.89,29.24,20.5,2.3,3.65,2000.0,2693.0,4693.0,0.0,1,0,0,2011-05-28,2011,May,Saturday
2011-05-29,24.1,19.44,28.75,22.34,0.19,3.1,2352.0,2391.0,4743.0,0.0,0,1,0,2011-05-29,2011,May,Sunday
2011-05-30,26.21,21.0,31.43,24.94,0.0,1.88,1548.0,2499.0,4047.0,1.0,0,1,0,2011-05-30,2011,May,Monday
2011-05-31,28.27,21.94,34.6,26.1,0.0,1.62,671.0,3269.0,3940.0,0.0,0,1,0,2011-05-31,2011,May,Tuesday
2011-06-01,28.87,22.69,35.05,26.05,0.1,3.25,512.0,3419.0,3931.0,0.0,1,1,0,2011-06-01,2011,June,Wednesday
2011-06-02,26.35,20.04,32.67,22.77,1.01,5.03,736.0,4176.0,4912.0,0.0,1,0,0,2011-06-02,2011,June,Thursday
2011-06-03,20.96,13.59,28.33,16.42,0.03,3.48,898.0,4344.0,5242.0,0.0,0,1,0,2011-06-03,2011,June,Friday
2011-06-04,19.11,11.77,26.44,17.37,0.01,1.82,1864.0,3384.0,5248.0,0.0,1,0,0,2011-06-04,2011,June,Saturday
2011-06-05,22.32,17.08,27.55,19.53,0.43,2.28,1684.0,3175.0,4859.0,0.0,1,1,0,2011-06-05,2011,June,Sunday
2011-06-06,22.44,16.82,28.07,20.35,0.51,1.85,670.0,3818.0,4488.0,0.0,0,1,0,2011-06-06,2011,June,Monday
2011-06-07,23.08,16.53,29.62,20.92,0.0,2.4,760.0,4023.0,4783.0,0.0,0,1,0,2011-06-07,2011,June,Tuesday
2011-06-08,25.67,19.03,32.31,23.84,0.02,1.95,675.0,3683.0,4358.0,0.0,0,1,0,2011-06-08,2011,June,Wednesday
2011-06-09,29.01,22.02,35.99,26.26,0.26,2.6,562.0,3326.0,3888.0,0.0,1,1,0,2011-06-09,2011,June,Thursday
2011-06-10,28.4,21.36,35.44,24.18,5.55,2.07,814.0,3726.0,4540.0,0.0,1,1,0,2011-06-10,2011,June,Friday
2011-06-11,27.46,22.06,32.86,24.3,1.64,2.4,1727.0,3174.0,4901.0,0.0,1,1,0,2011-06-11,2011,June,Saturday
2011-06-12,26.2,20.84,31.56,22.72,2.59,2.1,1467.0,2940.0,4407.0,0.0,1,1,0,2011-06-12,2011,June,Sunday
2011-06-13,23.39,16.98,29.81,18.2,6.76,4.5,863.0,4106.0,4969.0,0.0,1,1,0,2011-06-13,2011,June,Monday
2011-06-14,19.9,14.89,24.91,17.43,0.01,4.13,726.0,4103.0,4829.0,0.0,1,0,0,2011-06-14,2011,June,Tuesday
2011-06-15,19.01,12.66,25.36,16.78,0.01,2.43,769.0,4354.0,5123.0,0.0,0,0,0,2011-06-15,2011,June,Wednesday
2011-06-16,21.18,15.19,27.17,18.09,1.66,3.03,544.0,3181.0,3725.0,0.0,1,1,0,2011-06-16,2011,June,Thursday
2011-06-17,22.27,17.09,27.46,19.2,17.03,2.23,862.0,3910.0,4772.0,0.0,1,1,0,2011-06-17,2011,June,Friday
2011-06-18,23.9,18.69,29.12,22.07,5.7,2.03,1806.0,3248.0,5054.0,0.0,1,1,0,2011-06-18,2011,June,Saturday
2011-06-19,25.08,20.73,29.44,22.37,0.62,1.73,1638.0,3038.0,4676.0,0.0,1,1,0,2011-06-19,2011,June,Sunday
2011-06-20,23.09,18.91,27.26,19.48,6.01,2.37,697.0,3270.0,3967.0,0.0,1,1,0,2011-06-20,2011,June,Monday
2011-06-21,23.49,19.39,27.59,20.85,1.67,2.3,770.0,3999.0,4769.0,0.0,1,1,0,2011-06-21,2011,June,Tuesday
2011-06-22,25.92,20.84,31.0,24.35,0.69,2.37,655.0,3790.0,4445.0,0.0,1,1,0,2011-06-22,2011,June,Wednesday
2011-06-23,27.08,23.25,30.91,25.35,0.03,3.4,745.0,3979.0,4724.0,0.0,1,0,0,2011-06-23,2011,June,Thursday
2011-06-24,25.44,21.39,29.48,23.5,0.01,3.43,969.0,3961.0,4930.0,0.0,1,0,0,2011-06-24,2011,June,Friday
2011-06-25,24.48,19.62,29.35,21.42,0.0,2.88,1781.0,3333.0,5114.0,0.0,0,0,0,2011-06-25,2011,June,Saturday
2011-06-26,22.55,16.74,28.37,20.38,0.05,1.82,1918.0,3323.0,5241.0,0.0,1,1,0,2011-06-26,2011,June,Sunday
2011-06-27,23.58,19.25,27.9,21.38,0.53,1.8,853.0,3802.0,4655.0,0.0,1,1,0,2011-06-27,2011,June,Monday
2011-06-28,24.93,20.33,29.54,22.82,0.56,2.35,729.0,3851.0,4580.0,0.0,1,1,0,2011-06-28,2011,June,Tuesday
2011-06-29,26.62,21.11,32.14,22.99,3.5,3.78,848.0,4307.0,5155.0,0.0,1,1,0,2011-06-29,2011,June,Wednesday
2011-06-30,23.51,16.71,30.31,20.16,0.39,2.35,1024.0,4432.0,5456.0,0.0,0,1,0,2011-06-30,2011,June,Thursday
2011-07-01,23.38,16.67,30.08,21.53,0.03,1.98,1244.0,4052.0,5296.0,0.0,0,1,0,2011-07-01,2011,July,Friday
2011-07-02,24.08,16.45,31.71,20.49,0.02,1.9,2204.0,2848.0,5052.0,0.0,0,1,0,2011-07-02,2011,July,Saturday
2011-07-03,26.31,19.5,33.12,21.56,14.79,2.67,2279.0,2312.0,4591.0,0.0,1,1,0,2011-07-03,2011,July,Sunday
2011-07-04,26.37,20.52,32.22,22.79,5.65,1.63,3060.0,2915.0,5975.0,1.0,1,1,0,2011-07-04,2011,July,Monday
2011-07-05,25.96,20.89,31.02,23.3,0.63,1.9,1030.0,3584.0,4614.0,0.0,1,1,0,2011-07-05,2011,July,Tuesday
2011-07-06,26.65,21.71,31.58,24.33,0.15,2.12,783.0,3786.0,4569.0,0.0,1,1,0,2011-07-06,2011,July,Wednesday
2011-07-07,26.85,21.63,32.06,23.09,1.06,2.62,754.0,3753.0,4507.0,0.0,1,1,0,2011-07-07,2011,July,Thursday
2011-07-08,27.12,21.76,32.48,24.07,5.84,2.78,689.0,3290.0,3979.0,0.0,1,1,0,2011-07-08,2011,July,Friday
2011-07-09,25.35,20.35,30.35,22.79,26.4,2.38,1987.0,3281.0,5268.0,0.0,1,1,0,2011-07-09,2011,July,Saturday
2011-07-10,25.61,19.65,31.57,22.89,0.01,2.4,1744.0,3083.0,4827.0,0.0,0,1,0,2011-07-10,2011,July,Sunday
