date,temp_avg,temp_min,temp_max,temp_observ,precip,wind,casual,registered,total_cust,holiday,rain,fog,ice,datetime,year,month,dayOfWeek
2013-03-22,0.93,-3.03,4.89,-0.5,0.0,4.62,682.0,4725.0,5407.0,0.0,0,0,0,2013-03-22,2013,March,Friday
2013-03-23,3.08,-3.43,9.59,-0.6,0.0,3.45,2473.0,4006.0,6479.0,0.0,0,0,0,2013-03-23,2013,March,Saturday
2013-03-24,3.62,-2.41,9.65,-0.6,0.03,2.22,1109.0,2748.0,3857.0,0.0,1,1,1,2013-03-24,2013,March,Sunday
2013-03-25,1.65,-0.83,4.12,0.05,9.46,2.95,84.0,1828.0,1912.0,0.0,1,1,1,2013-03-25,2013,March,Monday
2013-03-26,2.7,-0.39,5.8,1.44,7.55,3.98,647.0,4936.0,5583.0,0.0,1,1,1,2013-03-26,2013,March,Tuesday
2013-03-27,5.44,1.45,9.43,2.91,0.06,5.5,646.0,5154.0,5800.0,0.0,1,0,0,2013-03-27,2013,March,Wednesday
2013-03-28,5.48,1.45,9.51,3.52,0.03,4.88,699.0,4884.0,5583.0,0.0,1,0,0,2013-03-28,2013,March,Thursday
2013-03-29,6.81,3.05,10.58,5.05,0.0,3.08,1968.0,5416.0,7384.0,0.0,0,0,0,2013-03-29,2013,March,Friday
2013-03-30,7.34,0.91,13.77,3.12,0.0,1.82,5006.0,4592.0,9598.0,0.0,0,0,0,2013-03-30,2013,March,Saturday
2013-03-31,8.21,2.34,14.09,6.62,0.21,2.22,1401.0,2384.0,3785.0,0.0,1,1,0,2013-03-31,2013,March,Sunday
2013-04-01,10.4,3.21,14.58,5.62,0.84,4.6,1303.0,5065.0,6368.0,0.0,0,1,0,2013-04-01,2013,April,Monday
2013-04-02,5.67,0.05,14.71,2.1,0.04,4.62,738.0,5164.0,5902.0,0.0,0,0,0,2013-04-02,2013,April,Tuesday
2013-04-03,4.93,-2.46,10.29,0.19,0.01,4.72,929.0,5297.0,6226.0,0.0,0,0,0,2013-04-03,2013,April,Wednesday
2013-04-04,3.4,-3.94,10.07,-0.2,0.16,2.68,904.0,4925.0,5829.0,0.0,0,1,1,2013-04-04,2013,April,Thursday
2013-04-05,8.9,-0.19,12.89,4.78,7.99,3.95,1559.0,6030.0,7589.0,0.0,0,1,0,2013-04-05,2013,April,Friday
2013-04-06,9.07,2.37,15.93,4.51,0.04,3.45,4099.0,5172.0,9271.0,0.0,0,0,0,2013-04-06,2013,April,Saturday
2013-04-07,10.9,3.23,15.85,7.07,0.0,4.88,4428.0,5334.0,9762.0,0.0,0,0,0,2013-04-07,2013,April,Sunday
2013-04-08,18.3,7.11,22.53,12.18,0.0,3.28,1949.0,6517.0,8466.0,0.0,0,0,0,2013-04-08,2013,April,Monday
2013-04-09,22.67,11.86,27.75,18.09,0.0,3.53,2138.0,7612.0,9750.0,0.0,0,0,0,2013-04-09,2013,April,Tuesday
2013-04-10,24.57,15.16,30.75,20.86,0.0,3.78,1965.0,7588.0,9553.0,0.0,0,0,0,2013-04-10,2013,April,Wednesday
2013-04-11,23.57,13.57,30.79,17.01,0.0,3.45,1886.0,7205.0,9091.0,0.0,0,1,0,2013-04-11,2013,April,Thursday
2013-04-12,15.43,10.61,26.15,11.87,7.37,3.85,1173.0,4824.0,5997.0,0.0,1,1,0,2013-04-12,2013,April,Friday
2013-04-13,13.77,6.25,22.21,9.41,12.4,2.68,5375.0,5892.0,11267.0,0.0,1,1,0,2013-04-13,2013,April,Saturday
2013-04-14,13.63,5.18,19.78,9.04,0.02,2.85,4370.0,5234.0,9604.0,0.0,0,0,0,2013-04-14,2013,April,Sunday
2013-04-15,14.8,9.26,18.23,12.18,0.46,3.28,1289.0,5619.0,6908.0,0.0,0,1,0,2013-04-15,2013,April,Monday
2013-04-16,16.53,11.71,19.23,13.56,0.1,3.82,1519.0,6728.0,8247.0,1.0,0,0,0,2013-04-16,2013,April,Tuesday
2013-04-17,19.37,13.19,24.03,16.31,0.53,2.58,1363.0,7114.0,8477.0,0.0,0,1,0,2013-04-17,2013,April,Wednesday
2013-04-18,18.4,13.91,24.57,15.3,0.97,4.2,1192.0,6494.0,7686.0,0.0,0,1,0,2013-04-18,2013,April,Thursday
2013-04-19,20.3,13.34,24.89,17.12,4.83,5.12,1082.0,5036.0,6118.0,0.0,1,0,0,2013-04-19,2013,April,Friday
2013-04-20,12.63,7.59,21.16,8.04,23.92,5.4,3411.0,5382.0,8793.0,0.0,1,1,0,2013-04-20,2013,April,Saturday
2013-04-21,9.0,3.08,13.89,5.17,0.02,3.28,2510.0,4820.0,7330.0,0.0,0,0,0,2013-04-21,2013,April,Sunday
2013-04-22,8.4,1.53,12.55,4.96,0.0,4.3,779.0,5958.0,6737.0,0.0,0,1,0,2013-04-22,2013,April,Monday
2013-04-23,10.7,4.97,14.59,8.17,0.0,2.6,946.0,6488.0,7434.0,0.0,0,0,0,2013-04-23,2013,April,Tuesday
2013-04-24,14.27,5.85,19.12,10.22,0.01,4.65,1306.0,7154.0,8460.0,0.0,0,0,0,2013-04-24,2013,April,Wednesday
2013-04-25,14.5,6.92,22.44,8.73,0.3,4.03,1350.0,6912.0,8262.0,0.0,0,1,0,2013-04-25,2013,April,Thursday
2013-04-26,13.17,5.17,19.07,9.39,0.0,2.1,1844.0,7152.0,8996.0,0.0,0,0,0,2013-04-26,2013,April,Friday
2013-04-27,14.03,5.07,19.09,10.06,0.0,1.98,4947.0,5873.0,10820.0,0.0,0,0,0,2013-04-27,2013,April,Saturday
2013-04-28,14.07,6.39,20.36,10.17,0.04,3.22,3335.0,4516.0,7851.0,0.0,0,0,0,2013-04-28,2013,April,Sunday
2013-04-29,13.93,9.97,17.78,11.83,4.06,3.58,480.0,3809.0,4289.0,0.0,0,1,0,2013-04-29,2013,April,Monday
2013-04-30,13.83,11.63,14.97,12.41,6.79,3.45,604.0,4755.0,5359.0,0.0,0,0,0,2013-04-30,2013,April,Tuesday
2013-05-01,14.9,7.53,17.45,10.9,1.86,3.7,1197.0,7410.0,8607.0,0.0,0,0,0,2013-05-01,2013,May,Wednesday
2013-05-02,13.4,5.73,20.27,9.19,0.01,2.35,1323.0,7167.0,8490.0,0.0,0,0,0,2013-05-02,2013,May,Thursday
2013-05-03,13.87,6.93,19.33,10.95,0.0,3.98,1774.0,6881.0,8655.0,0.0,0,0,0,2013-05-03,2013,May,Friday
2013-05-04,13.17,7.37,19.07,10.4,0.0,3.88,3650.0,5822.0,9472.0,0.0,0,0,0,2013-05-04,2013,May,Saturday
2013-05-05,12.0,6.79,18.04,8.42,0.0,3.75,2931.0,5055.0,7986.0,0.0,0,1,0,2013-05-05,2013,May,Sunday
2013-05-06,12.63,7.88,16.63,10.66,0.33,4.55,1065.0,5440.0,6505.0,0.0,0,0,0,2013-05-06,2013,May,Monday
2013-05-07,15.6,11.48,16.78,14.48,4.17,5.3,344.0,4075.0,4419.0,0.0,0,1,0,2013-05-07,2013,May,Tuesday
2013-05-08,16.27,13.29,18.67,14.05,21.91,1.82,821.0,5765.0,6586.0,0.0,1,0,0,2013-05-08,2013,May,Wednesday
2013-05-09,16.2,11.41,21.75,13.34,4.45,1.8,1122.0,6671.0,7793.0,0.0,1,1,0,2013-05-09,2013,May,Thursday
2013-05-10,20.1,11.85,25.59,15.41,2.23,2.5,1979.0,6891.0,8870.0,0.0,1,0,0,2013-05-10,2013,May,Friday
2013-05-11,20.17,15.31,27.07,17.93,13.33,2.55,2099.0,4356.0,6455.0,0.0,1,1,0,2013-05-11,2013,May,Saturday
2013-05-12,16.67,11.55,22.67,13.8,9.9,5.18,3084.0,4926.0,8010.0,0.0,1,0,0,2013-05-12,2013,May,Sunday
2013-05-13,11.37,4.44,16.52,8.63,0.02,4.05,1064.0,6317.0,7381.0,0.0,0,0,0,2013-05-13,2013,May,Monday
2013-05-14,10.43,1.93,16.25,7.17,0.0,2.5,1264.0,6797.0,8061.0,0.0,0,0,0,2013-05-14,2013,May,Tuesday
2013-05-15,17.87,7.93,22.58,14.6,0.04,3.48,1321.0,7435.0,8756.0,0.0,1,0,0,2013-05-15,2013,May,Wednesday
2013-05-16,24.13,14.77,28.85,20.71,0.1,3.62,1522.0,7373.0,8895.0,0.0,0,0,0,2013-05-16,2013,May,Thursday
2013-05-17,22.7,14.44,27.66,18.68,0.02,2.58,2544.0,7503.0,10047.0,0.0,0,0,0,2013-05-17,2013,May,Friday
2013-05-18,18.5,15.04,24.73,16.71,0.14,3.25,1925.0,4408.0,6333.0,0.0,0,1,0,2013-05-18,2013,May,Saturday
2013-05-19,17.73,13.85,21.06,16.18,1.74,2.12,2077.0,4597.0,6674.0,0.0,0,1,0,2013-05-19,2013,May,Sunday
2013-05-20,21.57,16.43,25.19,19.39,0.44,2.4,1624.0,6759.0,8383.0,0.0,0,1,0,2013-05-20,2013,May,Monday
2013-05-21,23.1,18.51,27.89,20.65,0.12,2.82,1648.0,7394.0,9042.0,0.0,0,1,0,2013-05-21,2013,May,Tuesday
2013-05-22,24.9,19.9,29.26,21.35,0.37,3.4,1401.0,7494.0,8895.0,0.0,1,0,0,2013-05-22,2013,May,Wednesday
2013-05-23,23.33,18.59,28.71,20.45,4.46,3.78,1288.0,6763.0,8051.0,0.0,1,0,0,2013-05-23,2013,May,Thursday
2013-05-24,16.2,11.89,23.44,12.83,17.09,6.28,1004.0,5623.0,6627.0,0.0,1,0,0,2013-05-24,2013,May,Friday
2013-05-25,12.4,6.49,17.07,9.25,0.51,6.2,3621.0,4323.0,7944.0,0.0,0,0,0,2013-05-25,2013,May,Saturday
2013-05-26,15.63,8.0,20.03,12.16,0.0,3.95,5652.0,4236.0,9888.0,0.0,0,0,0,2013-05-26,2013,May,Sunday
2013-05-27,16.4,8.13,21.75,12.72,0.0,1.35,4452.0,4514.0,8966.0,1.0,0,0,0,2013-05-27,2013,May,Monday
2013-05-28,19.3,12.21,23.77,16.21,2.24,2.15,1587.0,5964.0,7551.0,0.0,0,0,0,2013-05-28,2013,May,Tuesday
2013-05-29,24.07,16.63,29.52,21.31,6.4,3.28,1736.0,7539.0,9275.0,0.0,1,1,0,2013-05-29,2013,May,Wednesday
2013-05-30,26.37,18.97,31.55,23.18,0.05,2.62,1366.0,7374.0,8740.0,0.0,0,0,0,2013-05-30,2013,May,Thursday
2013-05-31,26.03,18.67,31.93,22.74,0.16,3.5,1835.0,7267.0,9102.0,0.0,0,0,0,2013-05-31,2013,May,Friday
2013-06-01,26.83,19.93,32.16,23.49,0.0,3.75,3657.0,5800.0,9457.0,0.0,0,0,0,2013-06-01,2013,June,Saturday
2013-06-02,26.33,21.04,30.97,23.09,1.73,4.08,2997.0,4667.0,7664.0,0.0,1,1,0,2013-06-02,2013,June,Sunday
2013-06-03,22.83,19.22,27.95,19.57,21.52,2.87,1442.0,5951.0,7393.0,0.0,1,1,0,2013-06-03,2013,June,Monday
2013-06-04,20.6,14.34,25.51,16.31,6.93,2.78,1852.0,8074.0,9926.0,0.0,0,0,0,2013-06-04,2013,June,Tuesday
2013-06-05,19.9,12.05,24.82,17.02,0.01,2.35,1910.0,8076.0,9986.0,0.0,0,0,0,2013-06-05,2013,June,Wednesday
2013-06-06,20.4,14.94,24.41,17.32,1.56,3.6,1223.0,5631.0,6854.0,0.0,0,1,0,2013-06-06,2013,June,Thursday
2013-06-07,20.3,17.51,22.26,19.25,35.92,3.48,242.0,2235.0,2477.0,0.0,0,1,0,2013-06-07,2013,June,Friday
2013-06-08,21.7,18.01,23.53,19.39,23.98,2.25,3572.0,6186.0,9758.0,0.0,0,0,0,2013-06-08,2013,June,Saturday
2013-06-09,22.87,17.12,26.53,19.75,0.34,2.1,3433.0,5787.0,9220.0,0.0,0,0,0,2013-06-09,2013,June,Sunday
2013-06-10,23.2,19.12,26.68,20.72,22.91,3.22,713.0,3655.0,4368.0,0.0,1,0,0,2013-06-10,2013,June,Monday
2013-06-11,23.47,18.87,27.14,20.75,29.72,3.95,1737.0,7456.0,9193.0,0.0,1,0,0,2013-06-11,2013,June,Tuesday
2013-06-12,25.67,18.88,29.29,22.49,0.13,2.48,1585.0,7595.0,9180.0,0.0,0,0,0,2013-06-12,2013,June,Wednesday
2013-06-13,25.17,20.39,30.86,21.89,2.59,4.45,1162.0,6097.0,7259.0,0.0,1,0,0,2013-06-13,2013,June,Thursday
2013-06-14,21.2,15.7,28.34,17.37,10.34,4.92,2209.0,7574.0,9783.0,0.0,1,1,0,2013-06-14,2013,June,Friday
2013-06-15,22.8,15.48,26.3,20.18,0.24,2.58,4201.0,6245.0,10446.0,0.0,0,0,0,2013-06-15,2013,June,Saturday
2013-06-16,23.23,17.19,28.09,20.23,0.02,2.28,3533.0,5177.0,8710.0,0.0,0,0,0,2013-06-16,2013,June,Sunday
2013-06-17,25.67,19.55,29.23,22.08,0.53,2.3,1729.0,6884.0,8613.0,0.0,1,0,0,2013-06-17,2013,June,Monday
2013-06-18,23.2,19.48,28.18,21.2,2.38,1.78,940.0,6200.0,7140.0,0.0,1,1,0,2013-06-18,2013,June,Tuesday
2013-06-19,21.03,17.21,24.21,18.84,12.72,2.45,1802.0,8237.0,10039.0,0.0,1,1,0,2013-06-19,2013,June,Wednesday
2013-06-20,21.5,15.9,25.12,19.58,0.03,2.9,1795.0,8352.0,10147.0,0.0,0,1,0,2013-06-20,2013,June,Thursday
2013-06-21,22.0,13.95,26.74,18.43,0.0,1.85,2367.0,7952.0,10319.0,0.0,0,0,0,2013-06-21,2013,June,Friday
2013-06-22,23.6,15.9,28.4,20.18,0.0,2.95,4401.0,6398.0,10799.0,0.0,0,1,0,2013-06-22,2013,June,Saturday
2013-06-23,24.3,18.99,29.34,22.13,0.76,1.72,2404.0,4771.0,7175.0,0.0,0,1,0,2013-06-23,2013,June,Sunday
2013-06-24,26.33,20.78,30.07,23.33,6.94,2.08,1470.0,6572.0,8042.0,0.0,1,0,0,2013-06-24,2013,June,Monday
2013-06-25,26.63,19.95,32.35,23.09,2.03,2.58,1559.0,7411.0,8970.0,0.0,1,1,0,2013-06-25,2013,June,Tuesday
2013-06-26,26.37,19.92,32.42,23.0,2.75,2.3,1312.0,7080.0,8392.0,0.0,1,0,0,2013-06-26,2013,June,Wednesday
2013-06-27,23.87,20.21,30.35,21.3,4.21,3.05,1302.0,7317.0,8619.0,0.0,1,1,0,2013-06-27,2013,June,Thursday
2013-06-28,24.93,20.57,29.19,22.48,5.72,2.7,1060.0,5187.0,6247.0,0.0,0,0,0,2013-06-28,2013,June,Friday
2013-06-29,24.67,18.95,30.33,21.85,19.55,2.45,3973.0,6530.0,10503.0,0.0,1,1,0,2013-06-29,2013,June,Saturday
2013-06-30,25.77,20.76,30.04,23.41,1.59,2.7,2405.0,4682.0,7087.0,0.0,0,0,0,2013-06-30,2013,June,Sunday
2013-07-01,25.13,21.63,28.64,22.78,7.86,3.52,1372.0,6470.0,7842.0,0.0,1,0,0,2013-07-01,2013,July,Monday
2013-07-02,25.3,21.93,27.93,23.48,4.05,4.12,1284.0,6537.0,7821.0,0.0,0,1,0,2013-07-02,2013,July,Tuesday
2013-07-03,24.93,21.74,28.19,22.74,7.02,3.1,1603.0,6122.0,7725.0,0.0,1,1,0,2013-07-03,2013,July,Wednesday
2013-07-04,26.63,22.32,30.14,24.31,10.05,3.82,5222.0,5520.0,10742.0,1.0,1,1,0,2013-07-04,2013,July,Thursday
2013-07-05,27.47,22.71,31.32,24.8,0.02,3.72,4785.0,5772.0,10557.0,0.0,0,0,0,2013-07-05,2013,July,Friday
2013-07-06,28.5,23.15,32.09,25.83,0.0,3.32,4295.0,4607.0,8902.0,0.0,0,0,0,2013-07-06,2013,July,Saturday
2013-07-07,27.9,22.46,32.81,24.54,0.57,3.2,2490.0,4381.0,6871.0,0.0,1,1,0,2013-07-07,2013,July,Sunday
2013-07-08,24.93,21.18,31.32,22.72,3.9,2.4,1323.0,6747.0,8070.0,0.0,1,1,0,2013-07-08,2013,July,Monday
2013-07-09,25.93,21.67,29.62,23.2,0.73,1.9,1197.0,7568.0,8765.0,0.0,0,1,0,2013-07-09,2013,July,Tuesday
2013-07-10,27.1,22.62,29.99,24.46,0.74,3.23,1116.0,6997.0,8113.0,0.0,0,0,0,2013-07-10,2013,July,Wednesday
2013-07-11,25.63,22.33,30.53,23.42,5.16,2.62,1385.0,7485.0,8870.0,0.0,1,1,0,2013-07-11,2013,July,Thursday
2013-07-12,22.37,19.19,27.25,19.43,31.1,3.72,1006.0,4719.0,5725.0,0.0,1,0,0,2013-07-12,2013,July,Friday
2013-07-13,24.1,19.76,25.9,21.95,7.36,1.9,3223.0,6055.0,9278.0,0.0,0,1,0,2013-07-13,2013,July,Saturday
2013-07-14,26.57,21.78,30.11,24.3,3.21,2.5,2797.0,5593.0,8390.0,0.0,1,1,0,2013-07-14,2013,July,Sunday
2013-07-15,28.3,21.74,32.64,25.36,0.01,1.88,1343.0,6690.0,8033.0,0.0,0,1,0,2013-07-15,2013,July,Monday
2013-07-16,30.23,23.99,33.64,26.44,0.0,2.45,1304.0,7098.0,8402.0,0.0,0,1,0,2013-07-16,2013,July,Tuesday
2013-07-17,29.73,23.76,34.06,26.15,0.0,1.65,1341.0,7292.0,8633.0,0.0,0,1,0,2013-07-17,2013,July,Wednesday
2013-07-18,29.9,23.93,34.58,26.75,0.31,2.0,1121.0,6704.0,7825.0,0.0,1,0,0,2013-07-18,2013,July,Thursday
2013-07-19,30.33,24.64,34.76,26.69,0.75,2.82,1512.0,6466.0,7978.0,0.0,1,1,0,2013-07-19,2013,July,Friday
2013-07-20,28.73,24.31,34.29,25.15,2.13,3.38,3129.0,5494.0,8623.0,0.0,1,0,0,2013-07-20,2013,July,Saturday
2013-07-21,27.77,22.52,32.77,24.79,3.04,1.85,3132.0,5332.0,8464.0,0.0,1,1,0,2013-07-21,2013,July,Sunday
2013-07-22,26.53,22.02,32.04,23.7,3.06,2.4,1578.0,7100.0,8678.0,0.0,1,0,0,2013-07-22,2013,July,Monday
2013-07-23,26.7,22.08,30.81,23.24,7.6,2.9,1513.0,7721.0,9234.0,0.0,1,1,0,2013-07-23,2013,July,Tuesday
2013-07-24,25.9,21.08,29.65,22.81,0.02,3.6,1707.0,8053.0,9760.0,0.0,0,0,0,2013-07-24,2013,July,Wednesday
2013-07-25,22.43,16.94,27.46,18.39,0.0,3.82,1908.0,8197.0,10105.0,0.0,0,0,0,2013-07-25,2013,July,Thursday
2013-07-26,23.1,16.46,26.84,19.18,0.0,2.2,2243.0,8019.0,10262.0,0.0,0,0,0,2013-07-26,2013,July,Friday
2013-07-27,23.67,18.3,28.37,20.76,1.09,2.98,3173.0,5210.0,8383.0,0.0,0,1,0,2013-07-27,2013,July,Saturday
2013-07-28,24.3,20.37,28.85,21.61,9.34,2.55,2862.0,5276.0,8138.0,0.0,0,0,0,2013-07-28,2013,July,Sunday
2013-07-29,23.43,17.41,28.03,19.31,2.41,2.95,1915.0,7328.0,9243.0,0.0,1,1,0,2013-07-29,2013,July,Monday
2013-07-30,23.03,15.8,27.58,18.52,0.0,1.65,1955.0,7923.0,9878.0,0.0,0,0,0,2013-07-30,2013,July,Tuesday
2013-07-31,23.07,17.61,27.21,19.86,0.14,2.15,1468.0,7234.0,8702.0,0.0,0,1,0,2013-07-31,2013,July,Wednesday
2013-08-01,23.17,18.84,27.22,20.94,9.18,2.33,1178.0,6577.0,7755.0,0.0,1,1,0,2013-08-01,2013,August,Thursday
2013-08-02,24.77,18.69,28.59,21.03,4.54,2.4,2358.0,7456.0,9814.0,0.0,1,0,0,2013-08-02,2013,August,Friday
2013-08-03,23.17,18.92,27.96,19.87,0.52,1.72,3315.0,5135.0,8450.0,0.0,0,1,0,2013-08-03,2013,August,Saturday
2013-08-04,22.7,17.44,26.52,19.12,2.32,3.82,4317.0,6080.0,10397.0,0.0,0,1,0,2013-08-04,2013,August,Sunday
2013-08-05,21.5,14.02,26.67,17.22,0.0,2.2,2344.0,7709.0,10053.0,0.0,0,1,0,2013-08-05,2013,August,Monday
2013-08-06,21.4,17.22,25.03,19.43,1.6,2.6,1547.0,6835.0,8382.0,0.0,0,1,0,2013-08-06,2013,August,Tuesday
2013-08-07,23.47,19.48,25.12,20.93,1.87,3.6,1931.0,7788.0,9719.0,0.0,1,1,0,2013-08-07,2013,August,Wednesday
2013-08-08,25.8,21.01,28.92,23.2,3.0,3.5,1538.0,7330.0,8868.0,0.0,1,0,0,2013-08-08,2013,August,Thursday
2013-08-09,27.6,23.37,30.03,24.77,2.91,3.62,2152.0,7309.0,9461.0,0.0,1,0,0,2013-08-09,2013,August,Friday
2013-08-10,26.6,22.47,30.79,23.47,5.1,1.9,4129.0,5918.0,10047.0,0.0,1,1,0,2013-08-10,2013,August,Saturday
2013-08-11,24.9,20.44,28.49,22.33,0.24,2.02,3875.0,5610.0,9485.0,0.0,0,0,0,2013-08-11,2013,August,Sunday
2013-08-12,26.23,20.37,29.58,22.42,0.02,1.52,2154.0,7327.0,9481.0,0.0,0,1,0,2013-08-12,2013,August,Monday
2013-08-13,26.17,21.37,30.41,23.13,2.79,2.9,1590.0,6713.0,8303.0,0.0,0,0,0,2013-08-13,2013,August,Tuesday
2013-08-14,21.47,14.85,27.18,16.67,8.61,5.0,1997.0,8394.0,10391.0,0.0,1,0,0,2013-08-14,2013,August,Wednesday
2013-08-15,19.97,12.65,24.41,15.65,0.34,2.18,2191.0,8438.0,10629.0,0.0,0,0,0,2013-08-15,2013,August,Thursday
2013-08-16,20.13,12.89,25.43,16.63,0.0,1.2,2794.0,7969.0,10763.0,0.0,0,1,0,2013-08-16,2013,August,Friday
2013-08-17,20.6,13.49,25.67,16.64,0.0,2.92,4739.0,6303.0,11042.0,0.0,0,0,0,2013-08-17,2013,August,Saturday
2013-08-18,21.37,16.19,24.42,18.34,2.5,2.22,1749.0,4004.0,5753.0,0.0,0,1,0,2013-08-18,2013,August,Sunday
2013-08-19,20.37,15.94,22.84,18.14,1.52,1.9,1847.0,7121.0,8968.0,0.0,0,1,0,2013-08-19,2013,August,Monday
2013-08-20,23.83,16.85,26.18,20.01,0.03,1.52,1725.0,7854.0,9579.0,0.0,0,1,0,2013-08-20,2013,August,Tuesday
2013-08-21,25.6,19.1,30.22,22.0,0.1,2.58,1647.0,7493.0,9140.0,0.0,1,1,0,2013-08-21,2013,August,Wednesday
2013-08-22,26.1,20.8,30.98,22.27,2.24,2.58,1862.0,7681.0,9543.0,0.0,1,0,0,2013-08-22,2013,August,Thursday
2013-08-23,23.77,18.85,28.34,21.12,0.48,2.33,1158.0,6467.0,7625.0,0.0,0,1,0,2013-08-23,2013,August,Friday
2013-08-24,21.5,15.62,25.86,17.47,2.42,2.8,3782.0,7062.0,10844.0,0.0,0,0,0,2013-08-24,2013,August,Saturday
2013-08-25,21.9,14.75,27.14,17.73,0.01,2.08,3327.0,6154.0,9481.0,0.0,0,0,0,2013-08-25,2013,August,Sunday
2013-08-26,23.2,15.97,28.41,18.93,0.0,2.85,1687.0,7582.0,9269.0,0.0,0,0,0,2013-08-26,2013,August,Monday
2013-08-27,26.9,19.1,30.69,22.23,0.06,2.72,1538.0,7968.0,9506.0,0.0,0,1,0,2013-08-27,2013,August,Tuesday
2013-08-28,25.43,21.5,29.89,22.45,0.58,1.8,993.0,6643.0,7636.0,0.0,1,1,0,2013-08-28,2013,August,Wednesday
2013-08-29,25.03,21.39,27.74,22.5,4.45,3.3,1646.0,7697.0,9343.0,0.0,0,1,0,2013-08-29,2013,August,Thursday
2013-08-30,25.17,19.81,29.11,21.45,0.04,3.2,2306.0,7355.0,9661.0,0.0,0,1,0,2013-08-30,2013,August,Friday
2013-08-31,26.23,20.56,30.37,22.89,0.0,3.35,4365.0,5038.0,9403.0,0.0,0,1,0,2013-08-31,2013,August,Saturday
2013-09-01,26.63,20.26,31.21,22.43,0.16,2.28,4698.0,4518.0,9216.0,0.0,1,1,0,2013-09-01,2013,September,Sunday
2013-09-02,27.0,20.9,32.21,22.77,3.93,2.08,3201.0,4824.0,8025.0,1.0,1,1,0,2013-09-02,2013,September,Monday
2013-09-03,26.53,20.73,30.81,22.17,0.19,4.08,1375.0,7435.0,8810.0,0.0,1,0,0,2013-09-03,2013,September,Tuesday
2013-09-04,22.53,14.51,28.64,17.36,0.0,2.42,1532.0,8202.0,9734.0,0.0,0,1,0,2013-09-04,2013,September,Wednesday
2013-09-05,23.03,15.23,28.25,16.94,0.0,3.38,1575.0,8343.0,9918.0,0.0,0,1,0,2013-09-05,2013,September,Thursday
2013-09-06,20.47,13.34,26.63,14.66,0.0,2.65,1814.0,8327.0,10141.0,0.0,0,0,0,2013-09-06,2013,September,Friday
2013-09-07,19.83,11.31,25.76,14.2,0.0,2.15,3211.0,6907.0,10118.0,0.0,0,0,0,2013-09-07,2013,September,Saturday
2013-09-08,24.3,14.48,28.56,19.02,0.1,2.98,3033.0,6367.0,9400.0,0.0,0,1,0,2013-09-08,2013,September,Sunday
2013-09-09,22.2,16.56,28.92,18.34,0.0,3.0,1381.0,7675.0,9056.0,0.0,0,0,0,2013-09-09,2013,September,Monday
2013-09-10,25.97,18.85,28.55,22.38,0.0,3.15,1435.0,7995.0,9430.0,0.0,0,1,0,2013-09-10,2013,September,Tuesday
2013-09-11,28.47,21.71,33.06,23.79,0.0,2.73,1271.0,7904.0,9175.0,0.0,0,0,0,2013-09-11,2013,September,Wednesday
2013-09-12,26.4,21.33,32.6,22.03,1.91,2.75,946.0,6035.0,6981.0,0.0,1,0,0,2013-09-12,2013,September,Thursday
2013-09-13,22.5,17.64,30.21,18.52,14.29,4.28,1589.0,8342.0,9931.0,0.0,1,0,0,2013-09-13,2013,September,Friday
2013-09-14,17.17,11.04,23.69,12.92,0.05,3.32,3943.0,7188.0,11131.0,0.0,0,0,0,2013-09-14,2013,September,Saturday
2013-09-15,16.53,8.34,22.33,11.39,0.0,2.22,3201.0,6547.0,9748.0,0.0,0,0,0,2013-09-15,2013,September,Sunday
2013-09-16,19.37,11.81,23.94,15.91,0.15,3.05,1084.0,7184.0,8268.0,0.0,0,1,0,2013-09-16,2013,September,Monday
2013-09-17,16.2,9.57,21.58,11.29,0.86,3.42,1269.0,8567.0,9836.0,0.0,0,0,0,2013-09-17,2013,September,Tuesday
2013-09-18,14.5,6.88,20.74,8.84,0.01,1.48,1298.0,8654.0,9952.0,0.0,0,1,0,2013-09-18,2013,September,Wednesday
2013-09-19,17.33,8.3,22.44,12.63,0.0,1.88,1637.0,8723.0,10360.0,0.0,0,0,0,2013-09-19,2013,September,Thursday
2013-09-20,19.47,11.52,25.16,14.44,0.3,2.62,1909.0,8636.0,10545.0,0.0,0,1,0,2013-09-20,2013,September,Friday
2013-09-21,20.1,14.23,25.7,16.31,2.25,3.62,2149.0,4691.0,6840.0,0.0,0,1,0,2013-09-21,2013,September,Saturday
2013-09-22,18.7,13.29,23.62,15.01,21.36,3.42,2749.0,6590.0,9339.0,0.0,0,1,0,2013-09-22,2013,September,Sunday
2013-09-23,15.67,10.11,20.94,12.0,0.18,3.05,1272.0,7709.0,8981.0,0.0,0,0,0,2013-09-23,2013,September,Monday
2013-09-24,14.77,6.88,20.59,8.43,0.0,1.9,1144.0,8345.0,9489.0,0.0,0,0,0,2013-09-24,2013,September,Tuesday
2013-09-25,16.03,7.99,22.99,10.28,0.01,1.2,1169.0,8355.0,9524.0,0.0,0,0,0,2013-09-25,2013,September,Wednesday
2013-09-26,17.53,10.2,23.68,12.69,0.02,1.65,1293.0,8495.0,9788.0,0.0,0,0,0,2013-09-26,2013,September,Thursday
2013-09-27,17.27,11.74,22.95,14.22,0.02,1.45,1634.0,8224.0,9858.0,0.0,0,0,0,2013-09-27,2013,September,Friday
