temp_avg,temp_min,temp_max,temp_observ,precip,wind,casual,registered,total_cust,holiday,rain,fog,ice,year,season_spring,season_summer,season_fall,dayOfWeek_Friday,dayOfWeek_Monday,dayOfWeek_Saturday,dayOfWeek_Sunday,dayOfWeek_Thursday,dayOfWeek_Tuesday,dayOfWeek_Wednesday,total_cust_log,total_cust_diff
4.03,-0.56,8.61,0.55,0.06,6.42,440.0,4386.0,4826.0,0.0,0,0,0,2013,1,0,0,0,0,0,0,1,0,0,8.481773246184977,-0.16521938276610548
3.78,-2.18,9.75,0.82,0.0,3.2,1201.0,5129.0,6330.0,0.0,0,0,0,2013,1,0,0,1,0,0,0,0,0,0,8.753055515138222,0.2712822689532448
6.73,0.21,13.26,4.95,0.04,3.15,1811.0,4357.0,6168.0,0.0,1,1,0,2013,1,0,0,0,0,1,0,0,0,0,8.727129915243166,-0.025925599895055385
5.3,0.36,10.24,1.33,0.21,2.92,982.0,2960.0,3942.0,0.0,0,1,0,2013,1,0,0,0,0,0,1,0,0,0,8.279443487712665,-0.4476864275305008
2.31,0.15,4.47,0.52,1.68,3.38,248.0,2499.0,2747.0,0.0,1,1,1,2013,1,0,0,0,1,0,0,0,0,0,7.918264686095274,-0.3611788016173918
3.99,0.44,7.54,3.14,8.78,4.22,674.0,5268.0,5942.0,0.0,1,1,0,2013,1,0,0,0,0,0,0,0,1,0,8.689801056022553,0.7715363699272793
6.89,0.56,13.22,2.53,0.02,4.65,556.0,5250.0,5806.0,0.0,0,0,0,2013,1,0,0,0,0,0,0,0,0,1,8.666647144584575,-0.02315391143797818
3.64,-1.21,8.49,-0.45,0.03,5.85,308.0,4200.0,4508.0,0.0,0,1,1,2013,1,0,0,0,0,0,0,1,0,0,8.413608875159667,-0.25303826942490737
0.93,-3.03,4.89,-0.5,0.0,4.62,682.0,4725.0,5407.0,0.0,0,0,0,2013,1,0,0,1,0,0,0,0,0,0,8.595449689382004,0.1818408142223369
3.08,-3.43,9.59,-0.6,0.0,3.45,2473.0,4006.0,6479.0,0.0,0,0,0,2013,1,0,0,0,0,1,0,0,0,0,8.776321456449958,0.18087176706795383
3.62,-2.41,9.65,-0.6,0.03,2.22,1109.0,2748.0,3857.0,0.0,1,1,1,2013,1,0,0,0,0,0,1,0,0,0,8.257644958208228,-0.5186764982417298
1.65,-0.83,4.12,0.05,9.46,2.95,84.0,1828.0,1912.0,0.0,1,1,1,2013,1,0,0,0,1,0,0,0,0,0,7.555905093611346,-0.701739864596882
2.7,-0.39,5.8,1.44,7.55,3.98,647.0,4936.0,5583.0,0.0,1,1,1,2013,1,0,0,0,0,0,0,0,1,0,8.62748154531036,1.0715764516990136
5.44,1.45,9.43,2.91,0.06,5.5,646.0,5154.0,5800.0,0.0,1,0,0,2013,1,0,0,0,0,0,0,0,0,1,8.66561319653451,0.038131651224150076
5.48,1.45,9.51,3.52,0.03,4.88,699.0,4884.0,5583.0,0.0,1,0,0,2013,1,0,0,0,0,0,0,1,0,0,8.62748154531036,-0.038131651224150076
6.81,3.05,10.58,5.05,0.0,3.08,1968.0,5416.0,7384.0,0.0,0,0,0,2013,1,0,0,1,0,0,0,0,0,0,8.907070776182689,0.2795892308723289
7.34,0.91,13.77,3.12,0.0,1.82,5006.0,4592.0,9598.0,0.0,0,0,0,2013,1,0,0,0,0,1,0,0,0,0,9.169310022418191,0.2622392462355023
8.21,2.34,14.09,6.62,0.21,2.22,1401.0,2384.0,3785.0,0.0,1,1,0,2013,1,0,0,0,0,0,1,0,0,0,8.23880116587155,-0.9305088565466413
10.4,3.21,14.58,5.62,0.84,4.6,1303.0,5065.0,6368.0,0.0,0,1,0,2013,0,1,0,0,1,0,0,0,0,0,8.75904072752422,0.5202395616526694
5.67,0.05,14.71,2.1,0.04,4.62,738.0,5164.0,5902.0,0.0,0,0,0,2013,0,1,0,0,0,0,0,0,1,0,8.683046555502886,-0.07599417202133374
4.93,-2.46,10.29,0.19,0.01,4.72,929.0,5297.0,6226.0,0.0,0,0,0,2013,0,1,0,0,0,0,0,0,0,1,8.736489351001554,0.05344279549866826
3.4,-3.94,10.07,-0.2,0.16,2.68,904.0,4925.0,5829.0,0.0,0,1,1,2013,0,1,0,0,0,0,0,1,0,0,8.67060073804555,-0.06588861295600346
8.9,-0.19,12.89,4.78,7.99,3.95,1559.0,6030.0,7589.0,0.0,0,1,0,2013,0,1,0,1,0,0,0,0,0,0,8.934455109403913,0.263854371358363
9.07,2.37,15.93,4.51,0.04,3.45,4099.0,5172.0,9271.0,0.0,0,0,0,2013,0,1,0,0,0,1,0,0,0,0,9.134646527606982,0.20019141820306885
10.9,3.23,15.85,7.07,0.0,4.88,4428.0,5334.0,9762.0,0.0,0,0,0,2013,0,1,0,0,0,0,1,0,0,0,9.186252576447092,0.05160604884011022
18.3,7.11,22.53,12.18,0.0,3.28,1949.0,6517.0,8466.0,0.0,0,0,0,2013,0,1,0,0,1,0,0,0,0,0,9.04381342108087,-0.14243915536622254
22.67,11.86,27.75,18.09,0.0,3.53,2138.0,7612.0,9750.0,0.0,0,0,0,2013,0,1,0,0,0,0,0,0,1,0,9.185022563991893,0.14120914291102338
24.57,15.16,30.75,20.86,0.0,3.78,1965.0,7588.0,9553.0,0.0,0,0,0,2013,0,1,0,0,0,0,0,0,0,1,9.164610520270008,-0.020412043721885098
23.57,13.57,30.79,17.01,0.0,3.45,1886.0,7205.0,9091.0,0.0,0,1,0,2013,0,1,0,0,0,0,0,1,0,0,9.115040192121858,-0.049570328148149656
15.43,10.61,26.15,11.87,7.37,3.85,1173.0,4824.0,5997.0,0.0,1,1,0,2013,0,1,0,1,0,0,0,0,0,0,8.69901462316851,-0.41602556895334786
13.77,6.25,22.21,9.41,12.4,2.68,5375.0,5892.0,11267.0,0.0,1,1,0,2013,0,1,0,0,0,1,0,0,0,0,9.329633378164166,0.6306187549956555
13.63,5.18,19.78,9.04,0.02,2.85,4370.0,5234.0,9604.0,0.0,0,0,0,2013,0,1,0,0,0,0,1,0,0,0,9.169934957341145,-0.15969842082302144
14.8,9.26,18.23,12.18,0.46,3.28,1289.0,5619.0,6908.0,0.0,0,1,0,2013,0,1,0,0,1,0,0,0,0,0,8.84043543926657,-0.32949951807457545
16.53,11.71,19.23,13.56,0.1,3.82,1519.0,6728.0,8247.0,1.0,0,0,0,2013,0,1,0,0,0,0,0,0,1,0,9.017604776833355,0.1771693375667862
19.37,13.19,24.03,16.31,0.53,2.58,1363.0,7114.0,8477.0,0.0,0,1,0,2013,0,1,0,0,0,0,0,0,0,1,9.045111892608405,0.02750711577504994
18.4,13.91,24.57,15.3,0.97,4.2,1192.0,6494.0,7686.0,0.0,0,1,0,2013,0,1,0,0,0,0,0,1,0,0,8.94715577112479,-0.09795612148361599
20.3,13.34,24.89,17.12,4.83,5.12,1082.0,5036.0,6118.0,0.0,1,0,0,2013,0,1,0,1,0,0,0,0,0,0,8.718990524710849,-0.22816524641394054
12.63,7.59,21.16,8.04,23.92,5.4,3411.0,5382.0,8793.0,0.0,1,1,0,2013,0,1,0,0,0,1,0,0,0,0,9.081711229379001,0.36272070466815265
9.0,3.08,13.89,5.17,0.02,3.28,2510.0,4820.0,7330.0,0.0,0,0,0,2013,0,1,0,0,0,0,1,0,0,0,8.899730794880696,-0.18198043449830514
8.4,1.53,12.55,4.96,0.0,4.3,779.0,5958.0,6737.0,0.0,0,1,0,2013,0,1,0,0,1,0,0,0,0,0,8.81537000096066,-0.0843607939200357
10.7,4.97,14.59,8.17,0.0,2.6,946.0,6488.0,7434.0,0.0,0,0,0,2013,0,1,0,0,0,0,0,0,1,0,8.913819350857198,0.09844934989653709
14.27,5.85,19.12,10.22,0.01,4.65,1306.0,7154.0,8460.0,0.0,0,0,0,2013,0,1,0,0,0,0,0,0,0,1,9.04310445260027,0.12928510174307206
14.5,6.92,22.44,8.73,0.3,4.03,1350.0,6912.0,8262.0,0.0,0,1,0,2013,0,1,0,0,0,0,0,1,0,0,9.01942196795671,-0.02368248464355993
13.17,5.17,19.07,9.39,0.0,2.1,1844.0,7152.0,8996.0,0.0,0,0,0,2013,0,1,0,1,0,0,0,0,0,0,9.104535313079205,0.08511334512249569
14.03,5.07,19.09,10.06,0.0,1.98,4947.0,5873.0,10820.0,0.0,0,0,0,2013,0,1,0,0,0,1,0,0,0,0,9.289151552400472,0.18461623932126692
14.07,6.39,20.36,10.17,0.04,3.22,3335.0,4516.0,7851.0,0.0,0,0,0,2013,0,1,0,0,0,0,1,0,0,0,8.968396191198256,-0.3207553612022167
13.93,9.97,17.78,11.83,4.06,3.58,480.0,3809.0,4289.0,0.0,0,1,0,2013,0,1,0,0,1,0,0,0,0,0,8.36380888451688,-0.6045873066813758
13.83,11.63,14.97,12.41,6.79,3.45,604.0,4755.0,5359.0,0.0,0,0,0,2013,0,1,0,0,0,0,0,0,1,0,8.58653266949485,0.22272378497797085
14.9,7.53,17.45,10.9,1.86,3.7,1197.0,7410.0,8607.0,0.0,0,0,0,2013,0,1,0,0,0,0,0,0,0,1,9.060331104649475,0.47379843515462383
13.4,5.73,20.27,9.19,0.01,2.35,1323.0,7167.0,8490.0,0.0,0,0,0,2013,0,1,0,0,0,0,0,1,0,0,9.046644279305394,-0.013686825344080944
13.87,6.93,19.33,10.95,0.0,3.98,1774.0,6881.0,8655.0,0.0,0,0,0,2013,0,1,0,1,0,0,0,0,0,0,9.06589246761031,0.019248188304915814
13.17,7.37,19.07,10.4,0.0,3.88,3650.0,5822.0,9472.0,0.0,0,0,0,2013,0,1,0,0,0,1,0,0,0,0,9.156095357123787,0.09020288951347766
12.0,6.79,18.04,8.42,0.0,3.75,2931.0,5055.0,7986.0,0.0,0,1,0,2013,0,1,0,0,0,0,1,0,0,0,8.985445287623167,-0.17065006950062056
12.63,7.88,16.63,10.66,0.33,4.55,1065.0,5440.0,6505.0,0.0,0,0,0,2013,0,1,0,0,1,0,0,0,0,0,8.780326390946605,-0.20511889667656114
15.6,11.48,16.78,14.48,4.17,5.3,344.0,4075.0,4419.0,0.0,0,1,0,2013,0,1,0,0,0,0,0,0,1,0,8.39366870513074,-0.3866576858158659
16.27,13.29,18.67,14.05,21.91,1.82,821.0,5765.0,6586.0,0.0,1,0,0,2013,0,1,0,0,0,0,0,0,0,1,8.792701462936309,0.39903275780556946
16.2,11.41,21.75,13.34,4.45,1.8,1122.0,6671.0,7793.0,0.0,1,1,0,2013,0,1,0,0,0,0,0,1,0,0,8.96098117384356,0.16827971090725136
20.1,11.85,25.59,15.41,2.23,2.5,1979.0,6891.0,8870.0,0.0,1,0,0,2013,0,1,0,1,0,0,0,0,0,0,9.090430075303626,0.1294489014600657
20.17,15.31,27.07,17.93,13.33,2.55,2099.0,4356.0,6455.0,0.0,1,1,0,2013,0,1,0,0,0,1,0,0,0,0,8.772610303280743,-0.31781977202288303
16.67,11.55,22.67,13.8,9.9,5.18,3084.0,4926.0,8010.0,0.0,1,0,0,2013,0,1,0,0,0,0,1,0,0,0,8.988446040062405,0.21583573678166168
11.37,4.44,16.52,8.63,0.02,4.05,1064.0,6317.0,7381.0,0.0,0,0,0,2013,0,1,0,0,1,0,0,0,0,0,8.906664409770052,-0.08178163029235286
10.43,1.93,16.25,7.17,0.0,2.5,1264.0,6797.0,8061.0,0.0,0,0,0,2013,0,1,0,0,0,0,0,0,1,0,8.9947928972836,0.08812848751354885
17.87,7.93,22.58,14.6,0.04,3.48,1321.0,7435.0,8756.0,0.0,1,0,0,2013,0,1,0,0,0,0,0,0,0,1,9.077494458642754,0.08270156135915308
24.13,14.77,28.85,20.71,0.1,3.62,1522.0,7373.0,8895.0,0.0,0,0,0,2013,0,1,0,0,0,0,0,1,0,0,9.093244600099936,0.015750141457182565
22.7,14.44,27.66,18.68,0.02,2.58,2544.0,7503.0,10047.0,0.0,0,0,0,2013,0,1,0,1,0,0,0,0,0,0,9.215029361462314,0.12178476136237748
18.5,15.04,24.73,16.71,0.14,3.25,1925.0,4408.0,6333.0,0.0,0,1,0,2013,0,1,0,0,0,1,0,0,0,0,8.753529336516431,-0.4615000249458827
17.73,13.85,21.06,16.18,1.74,2.12,2077.0,4597.0,6674.0,0.0,0,1,0,2013,0,1,0,0,0,0,1,0,0,0,8.80597465931132,0.05244532279488823
21.57,16.43,25.19,19.39,0.44,2.4,1624.0,6759.0,8383.0,0.0,0,1,0,2013,0,1,0,0,1,0,0,0,0,0,9.033961124637857,0.22798646532653777
23.1,18.51,27.89,20.65,0.12,2.82,1648.0,7394.0,9042.0,0.0,0,1,0,2013,0,1,0,0,0,0,0,0,1,0,9.109635667854551,0.07567454321669409
24.9,19.9,29.26,21.35,0.37,3.4,1401.0,7494.0,8895.0,0.0,1,0,0,2013,0,1,0,0,0,0,0,0,0,1,9.093244600099936,-0.016391067754614852
23.33,18.59,28.71,20.45,4.46,3.78,1288.0,6763.0,8051.0,0.0,1,0,0,2013,0,1,0,0,0,0,0,1,0,0,8.993551586299981,-0.09969301379995521
16.2,11.89,23.44,12.83,17.09,6.28,1004.0,5623.0,6627.0,0.0,1,0,0,2013,0,1,0,1,0,0,0,0,0,0,8.798907492088226,-0.1946440942117551
12.4,6.49,17.07,9.25,0.51,6.2,3621.0,4323.0,7944.0,0.0,0,0,0,2013,0,1,0,0,0,1,0,0,0,0,8.980172205725008,0.1812647136367822
15.63,8.0,20.03,12.16,0.0,3.95,5652.0,4236.0,9888.0,0.0,0,0,0,2013,0,1,0,0,0,0,1,0,0,0,9.199077179697472,0.21890497397246378
16.4,8.13,21.75,12.72,0.0,1.35,4452.0,4514.0,8966.0,1.0,0,0,0,2013,0,1,0,0,1,0,0,0,0,0,9.101194924715385,-0.09788225498208725
19.3,12.21,23.77,16.21,2.24,2.15,1587.0,5964.0,7551.0,0.0,0,0,0,2013,0,1,0,0,0,0,0,0,1,0,8.929435283803425,-0.17175964091195972
24.07,16.63,29.52,21.31,6.4,3.28,1736.0,7539.0,9275.0,0.0,1,1,0,2013,0,1,0,0,0,0,0,0,0,1,9.135077887475635,0.2056426036722101
26.37,18.97,31.55,23.18,0.05,2.62,1366.0,7374.0,8740.0,0.0,0,0,0,2013,0,1,0,0,0,0,0,1,0,0,9.07566546864958,-0.05941241882605475
26.03,18.67,31.93,22.74,0.16,3.5,1835.0,7267.0,9102.0,0.0,0,0,0,2013,0,1,0,1,0,0,0,0,0,0,9.116249448576587,0.04058397992700691
26.83,19.93,32.16,23.49,0.0,3.75,3657.0,5800.0,9457.0,0.0,0,0,0,2013,0,1,0,0,0,1,0,0,0,0,9.154510487015513,0.038261038438925254
26.33,21.04,30.97,23.09,1.73,4.08,2997.0,4667.0,7664.0,0.0,1,1,0,2013,0,1,0,0,0,0,1,0,0,0,8.944289319650697,-0.210221167364816
22.83,19.22,27.95,19.57,21.52,2.87,1442.0,5951.0,7393.0,0.0,1,1,0,2013,0,1,0,0,1,0,0,0,0,0,8.9082888855571,-0.03600043409359621
20.6,14.34,25.51,16.31,6.93,2.78,1852.0,8074.0,9926.0,0.0,0,0,0,2013,0,1,0,0,0,0,0,0,1,0,9.202912856147385,0.2946239705902851
19.9,12.05,24.82,17.02,0.01,2.35,1910.0,8076.0,9986.0,0.0,0,0,0,2013,0,1,0,0,0,0,0,0,0,1,9.208939391060555,0.006026534913170067
20.4,14.94,24.41,17.32,1.56,3.6,1223.0,5631.0,6854.0,0.0,0,1,0,2013,0,1,0,0,0,0,0,1,0,0,8.832587702434553,-0.3763516886260021
20.3,17.51,22.26,19.25,35.92,3.48,242.0,2235.0,2477.0,0.0,0,1,0,2013,0,1,0,1,0,0,0,0,0,0,7.814803429489359,-1.0177842729451942
21.7,18.01,23.53,19.39,23.98,2.25,3572.0,6186.0,9758.0,0.0,0,0,0,2013,0,1,0,0,0,1,0,0,0,0,9.185842740375783,1.3710393108864238
22.87,17.12,26.53,19.75,0.34,2.1,3433.0,5787.0,9220.0,0.0,0,0,0,2013,0,1,0,0,0,0,1,0,0,0,9.12913031655064,-0.05671242382514308
23.2,19.12,26.68,20.72,22.91,3.22,713.0,3655.0,4368.0,0.0,1,0,0,2013,0,1,0,0,1,0,0,0,0,0,8.38206051742474,-0.7470697991258994
23.47,18.87,27.14,20.75,29.72,3.95,1737.0,7456.0,9193.0,0.0,1,0,0,2013,0,1,0,0,0,0,0,0,1,0,9.126197603863755,0.7441370864390144
25.67,18.88,29.29,22.49,0.13,2.48,1585.0,7595.0,9180.0,0.0,0,0,0,2013,0,1,0,0,0,0,0,0,0,1,9.124782483614537,-0.0014151202492183046
25.17,20.39,30.86,21.89,2.59,4.45,1162.0,6097.0,7259.0,0.0,1,0,0,2013,0,1,0,0,0,0,0,1,0,0,8.889997357284841,-0.23478512632969561
21.2,15.7,28.34,17.37,10.34,4.92,2209.0,7574.0,9783.0,0.0,1,1,0,2013,0,1,0,1,0,0,0,0,0,0,9.18840146445743,0.2984041071725887
22.8,15.48,26.3,20.18,0.24,2.58,4201.0,6245.0,10446.0,0.0,0,0,0,2013,0,1,0,0,0,1,0,0,0,0,9.253974408996244,0.06557294453881468
23.23,17.19,28.09,20.23,0.02,2.28,3533.0,5177.0,8710.0,0.0,0,0,0,2013,0,1,0,0,0,0,1,0,0,0,9.072227069846548,-0.18174733914969643
25.67,19.55,29.23,22.08,0.53,2.3,1729.0,6884.0,8613.0,0.0,1,0,0,2013,0,1,0,0,1,0,0,0,0,0,9.061027968789174,-0.01119910105737354
23.2,19.48,28.18,21.2,2.38,1.78,940.0,6200.0,7140.0,0.0,1,1,0,2013,0,1,0,0,0,0,0,0,1,0,8.87346805533363,-0.18755991345554435
21.03,17.21,24.21,18.84,12.72,2.45,1802.0,8237.0,10039.0,0.0,1,1,0,2013,0,1,0,0,0,0,0,0,0,1,9.214232786691527,0.340764731357897
21.5,15.9,25.12,19.58,0.03,2.9,1795.0,8352.0,10147.0,0.0,0,1,0,2013,0,1,0,0,0,0,0,1,0,0,9.224933374279082,0.010700587587555432
22.0,13.95,26.74,18.43,0.0,1.85,2367.0,7952.0,10319.0,0.0,0,0,0,2013,0,1,0,1,0,0,0,0,0,0,9.241742135115715,0.016808760836632075
23.6,15.9,28.4,20.18,0.0,2.95,4401.0,6398.0,10799.0,0.0,0,1,0,2013,0,1,0,0,0,1,0,0,0,0,9.28720881623276,0.04546668111704477
24.3,18.99,29.34,22.13,0.76,1.72,2404.0,4771.0,7175.0,0.0,0,1,0,2013,0,1,0,0,0,0,1,0,0,0,8.878358040627822,-0.40885077560493777
26.33,20.78,30.07,23.33,6.94,2.08,1470.0,6572.0,8042.0,0.0,1,0,0,2013,0,1,0,0,1,0,0,0,0,0,8.992433087457218,0.11407504682939695
26.63,19.95,32.35,23.09,2.03,2.58,1559.0,7411.0,8970.0,0.0,1,1,0,2013,0,1,0,0,0,0,0,0,1,0,9.101640955052842,0.1092078675956234
26.37,19.92,32.42,23.0,2.75,2.3,1312.0,7080.0,8392.0,0.0,1,0,0,2013,0,1,0,0,0,0,0,0,0,1,9.035034150076132,-0.06660680497670945
23.87,20.21,30.35,21.3,4.21,3.05,1302.0,7317.0,8619.0,0.0,1,1,0,2013,0,1,0,0,0,0,0,1,0,0,9.061724347647399,0.02669019757126634
24.93,20.57,29.19,22.48,5.72,2.7,1060.0,5187.0,6247.0,0.0,0,0,0,2013,0,1,0,1,0,0,0,0,0,0,8.73985662749357,-0.32186772015382914
24.67,18.95,30.33,21.85,19.55,2.45,3973.0,6530.0,10503.0,0.0,1,1,0,2013,0,1,0,0,0,1,0,0,0,0,9.259416209622776,0.5195595821292063
25.77,20.76,30.04,23.41,1.59,2.7,2405.0,4682.0,7087.0,0.0,0,0,0,2013,0,1,0,0,0,0,1,0,0,0,8.866017398810255,-0.3933988108125206
25.13,21.63,28.64,22.78,7.86,3.52,1372.0,6470.0,7842.0,0.0,1,0,0,2013,0,0,1,0,1,0,0,0,0,0,8.967249182852276,0.10123178404202093
25.3,21.93,27.93,23.48,4.05,4.12,1284.0,6537.0,7821.0,0.0,0,1,0,2013,0,0,1,0,0,0,0,0,1,0,8.964567702601611,-0.002681480250664947
24.93,21.74,28.19,22.74,7.02,3.1,1603.0,6122.0,7725.0,0.0,1,1,0,2013,0,0,1,0,0,0,0,0,0,1,8.952217101765946,-0.012350600835665304
26.63,22.32,30.14,24.31,10.05,3.82,5222.0,5520.0,10742.0,1.0,1,1,0,2013,0,0,1,0,0,0,0,1,0,0,9.281916570465405,0.32969946869945943
27.47,22.71,31.32,24.8,0.02,3.72,4785.0,5772.0,10557.0,0.0,0,0,0,2013,0,0,1,1,0,0,0,0,0,0,9.264544425989694,-0.017372144475711337
28.5,23.15,32.09,25.83,0.0,3.32,4295.0,4607.0,8902.0,0.0,0,0,0,2013,0,0,1,0,0,1,0,0,0,0,9.0940312495758,-0.17051317641389474
27.9,22.46,32.81,24.54,0.57,3.2,2490.0,4381.0,6871.0,0.0,1,1,0,2013,0,0,1,0,0,0,1,0,0,0,8.835064935031076,-0.25896631454472363
24.93,21.18,31.32,22.72,3.9,2.4,1323.0,6747.0,8070.0,0.0,1,1,0,2013,0,0,1,0,1,0,0,0,0,0,8.995908761263994,0.16084382623291837
25.93,21.67,29.62,23.2,0.73,1.9,1197.0,7568.0,8765.0,0.0,0,1,0,2013,0,0,1,0,0,0,0,0,1,0,9.078521797355334,0.08261303609133996
27.1,22.62,29.99,24.46,0.74,3.23,1116.0,6997.0,8113.0,0.0,0,0,0,2013,0,0,1,0,0,0,0,0,0,1,9.001222992395064,-0.07729880496026986
25.63,22.33,30.53,23.42,5.16,2.62,1385.0,7485.0,8870.0,0.0,1,1,0,2013,0,0,1,0,0,0,0,1,0,0,9.090430075303626,0.08920708290856183
22.37,19.19,27.25,19.43,31.1,3.72,1006.0,4719.0,5725.0,0.0,1,0,0,2013,0,0,1,1,0,0,0,0,0,0,8.65259782842244,-0.43783224688118594
24.1,19.76,25.9,21.95,7.36,1.9,3223.0,6055.0,9278.0,0.0,0,1,0,2013,0,0,1,0,0,1,0,0,0,0,9.135401285311689,0.48280345688924875
26.57,21.78,30.11,24.3,3.21,2.5,2797.0,5593.0,8390.0,0.0,1,1,0,2013,0,0,1,0,0,0,1,0,0,0,9.034795799461252,-0.10060548585043705
28.3,21.74,32.64,25.36,0.01,1.88,1343.0,6690.0,8033.0,0.0,0,1,0,2013,0,0,1,0,1,0,0,0,0,0,8.991313336173812,-0.04348246328743954
30.23,23.99,33.64,26.44,0.0,2.45,1304.0,7098.0,8402.0,0.0,0,1,0,2013,0,0,1,0,0,0,0,0,1,0,9.036225051729327,0.04491171555551432
29.73,23.76,34.06,26.15,0.0,1.65,1341.0,7292.0,8633.0,0.0,0,1,0,2013,0,0,1,0,0,0,0,0,0,1,9.063347348235522,0.02712229650619591
29.9,23.93,34.58,26.75,0.31,2.0,1121.0,6704.0,7825.0,0.0,1,0,0,2013,0,0,1,0,0,0,0,1,0,0,8.965079015408355,-0.09826833282716763
30.33,24.64,34.76,26.69,0.75,2.82,1512.0,6466.0,7978.0,0.0,1,1,0,2013,0,0,1,1,0,0,0,0,0,0,8.984443032465352,0.019364017056997085
28.73,24.31,34.29,25.15,2.13,3.38,3129.0,5494.0,8623.0,0.0,1,0,0,2013,0,0,1,0,0,1,0,0,0,0,9.062188330952324,0.0777452984869722
27.77,22.52,32.77,24.79,3.04,1.85,3132.0,5332.0,8464.0,0.0,1,1,0,2013,0,0,1,0,0,0,1,0,0,0,9.043577154098081,-0.018611176854243183
26.53,22.02,32.04,23.7,3.06,2.4,1578.0,7100.0,8678.0,0.0,1,0,0,2013,0,0,1,0,1,0,0,0,0,0,9.068546366358296,0.0249692122602152
26.7,22.08,30.81,23.24,7.6,2.9,1513.0,7721.0,9234.0,0.0,1,1,0,2013,0,0,1,0,0,0,0,0,1,0,9.130647603066935,0.06210123670863865
25.9,21.08,29.65,22.81,0.02,3.6,1707.0,8053.0,9760.0,0.0,0,0,0,2013,0,0,1,0,0,0,0,0,0,1,9.186047679407139,0.05540007634020405
22.43,16.94,27.46,18.39,0.0,3.82,1908.0,8197.0,10105.0,0.0,0,0,0,2013,0,0,1,0,0,0,0,1,0,0,9.22078562983772,0.03473795043058203
23.1,16.46,26.84,19.18,0.0,2.2,2243.0,8019.0,10262.0,0.0,0,0,0,2013,0,0,1,1,0,0,0,0,0,0,9.23620303150191,0.015417401664189256
23.67,18.3,28.37,20.76,1.09,2.98,3173.0,5210.0,8383.0,0.0,0,1,0,2013,0,0,1,0,0,1,0,0,0,0,9.033961124637857,-0.20224190686405308
24.3,20.37,28.85,21.61,9.34,2.55,2862.0,5276.0,8138.0,0.0,0,0,0,2013,0,0,1,0,0,0,1,0,0,0,9.004299728561636,-0.029661396076221536
23.43,17.41,28.03,19.31,2.41,2.95,1915.0,7328.0,9243.0,0.0,1,1,0,2013,0,0,1,0,1,0,0,0,0,0,9.131621787264777,0.1273220587031414
23.03,15.8,27.58,18.52,0.0,1.65,1955.0,7923.0,9878.0,0.0,0,0,0,2013,0,0,1,0,0,0,0,0,1,0,9.19806534110057,0.06644355383579281
23.07,17.61,27.21,19.86,0.14,2.15,1468.0,7234.0,8702.0,0.0,0,1,0,2013,0,0,1,0,0,0,0,0,0,1,9.071308163280625,-0.126757177819945
23.17,18.84,27.22,20.94,9.18,2.33,1178.0,6577.0,7755.0,0.0,1,1,0,2013,0,0,1,0,0,0,0,1,0,0,8.956093075610639,-0.115215087669986
24.77,18.69,28.59,21.03,4.54,2.4,2358.0,7456.0,9814.0,0.0,1,0,0,2013,0,0,1,1,0,0,0,0,0,0,9.191565216649849,0.23547214103921021
23.17,18.92,27.96,19.87,0.52,1.72,3315.0,5135.0,8450.0,0.0,0,1,0,2013,0,0,1,0,0,1,0,0,0,0,9.041921720351219,-0.14964349629862994
22.7,17.44,26.52,19.12,2.32,3.82,4317.0,6080.0,10397.0,0.0,0,1,0,2013,0,0,1,0,0,0,1,0,0,0,9.249272581977971,0.2073508616267521
21.5,14.02,26.67,17.22,0.0,2.2,2344.0,7709.0,10053.0,0.0,0,1,0,2013,0,0,1,0,1,0,0,0,0,0,9.215626376405421,-0.03364620557255016
21.4,17.22,25.03,19.43,1.6,2.6,1547.0,6835.0,8382.0,0.0,0,1,0,2013,0,0,1,0,0,0,0,0,1,0,9.033841828485016,-0.18178454792040455
23.47,19.48,25.12,20.93,1.87,3.6,1931.0,7788.0,9719.0,0.0,1,1,0,2013,0,0,1,0,0,0,0,0,0,1,9.181838011503471,0.14799618301845463
25.8,21.01,28.92,23.2,3.0,3.5,1538.0,7330.0,8868.0,0.0,1,0,0,2013,0,0,1,0,0,0,0,1,0,0,9.090204570736201,-0.09163344076726965
27.6,23.37,30.03,24.77,2.91,3.62,2152.0,7309.0,9461.0,0.0,1,0,0,2013,0,0,1,1,0,0,0,0,0,0,9.154933364704444,0.06472879396824283
26.6,22.47,30.79,23.47,5.1,1.9,4129.0,5918.0,10047.0,0.0,1,1,0,2013,0,0,1,0,0,1,0,0,0,0,9.215029361462314,0.060095996757869585
24.9,20.44,28.49,22.33,0.24,2.02,3875.0,5610.0,9485.0,0.0,0,0,0,2013,0,0,1,0,0,0,1,0,0,0,9.157466882369114,-0.05756247909319967
26.23,20.37,29.58,22.42,0.02,1.52,2154.0,7327.0,9481.0,0.0,0,1,0,2013,0,0,1,0,1,0,0,0,0,0,9.15704507491796,-0.00042180745115416585
26.17,21.37,30.41,23.13,2.79,2.9,1590.0,6713.0,8303.0,0.0,0,0,0,2013,0,0,1,0,0,0,0,0,1,0,9.02437217426203,-0.13267290065592974
21.47,14.85,27.18,16.67,8.61,5.0,1997.0,8394.0,10391.0,0.0,1,0,0,2013,0,0,1,0,0,0,0,0,0,1,9.248695325852646,0.22432315159061567
